Fecha,Anio,Mes,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Valorproduccion,Rendimiento,Precio,share_mes,Frecuencia,TipoDato
1998-07-01,1998,7,595.0,590.0,0.0,81.90034738581602,321359.8475301274,0.13108170598387894,3381.5150000000003,0.0164293575498126,Mensual,Estimado
1998-08-01,1998,8,595.0,590.0,0.0,68.55109332334295,268980.1643286831,0.1097161922592785,3381.5150000000003,0.0137514730839203,Mensual,Estimado
1998-09-01,1998,9,595.0,590.0,0.0,55.231874948422565,216718.33488830924,0.08839875072595041,3381.5150000000003,0.011079613831178,Mensual,Estimado
1998-10-01,1998,10,595.0,590.0,0.0,58.06273850026204,227826.0518691933,0.09292955475336981,3381.5150000000003,0.0116474901705641,Mensual,Estimado
1998-11-01,1998,11,595.0,590.0,0.0,1172.908616775678,4602248.296679175,1.8772431052810696,3381.5150000000003,0.235287586113476,Mensual,Estimado
1998-12-01,1998,12,595.0,590.0,0.0,1044.034063112171,4096571.4804293048,1.6709790674431901,3381.5150000000003,0.2094351179763633,Mensual,Estimado
1999-01-01,1999,1,606.0,604.0,0.0,1169.3748643150657,5540356.170442015,1.9013310234561995,4659.449391255504,0.2101302541446659,Mensual,Estimado
1999-02-01,1999,2,606.0,604.0,0.0,1175.9087235575505,5571312.802464461,1.9119546734590653,4659.4493912555035,0.2113043528405301,Mensual,Estimado
1999-03-01,1999,3,606.0,604.0,0.0,288.48652105864096,1366814.1207847574,0.46906119592284923,4659.449391255504,0.0518394467311124,Mensual,Estimado
1999-04-01,1999,4,606.0,604.0,0.0,53.78482269032016,254825.96159870777,0.08745078682026795,4659.449391255504,0.0096648378598958,Mensual,Estimado
1999-05-01,1999,5,606.0,604.0,0.0,61.33852085104304,290614.46662949637,0.0997326316700961,4659.449391255504,0.0110221960199538,Mensual,Estimado
1999-06-01,1999,6,606.0,604.0,0.0,53.53470023466709,253640.91176325118,0.08704410321596905,4659.449391255504,0.0096198922254568,Mensual,Estimado
1999-07-01,1999,7,606.0,604.0,0.0,45.10462962083524,213700.26042219304,0.07333733109598405,4659.449391255504,0.0081050547386945,Mensual,Estimado
1999-08-01,1999,8,606.0,604.0,0.0,65.18946280977718,308859.7622093561,0.1059940245211893,4659.449391255504,0.0117141891841468,Mensual,Estimado
1999-09-01,1999,9,606.0,604.0,0.0,49.298192150897926,233568.85068231972,0.08015580375221129,4659.449391255504,0.0088586149417606,Mensual,Estimado
1999-10-01,1999,10,606.0,604.0,0.0,52.66210321485099,249506.65299766773,0.08562531456625444,4659.449391255504,0.0094630913234233,Mensual,Estimado
1999-11-01,1999,11,606.0,604.0,0.0,1493.793127880337,7077410.525890911,2.4288150047830364,4659.4493912555035,0.2684264380737353,Mensual,Estimado
1999-12-01,1999,12,606.0,604.0,0.0,1056.5243316160145,5005684.044114866,1.717843054472069,4659.449391255504,0.1898516319166243,Mensual,Estimado
2000-01-01,2000,1,654.0,619.0,0.0,1218.1116892355467,6208603.215160182,2.0604807892352004,5072.496071094823,0.2336680777355739,Mensual,Estimado
2000-02-01,2000,2,654.0,619.0,0.0,1124.8402673245225,5733207.358543154,1.9027087435922212,5072.4960710948235,0.215775996033862,Mensual,Estimado
2000-03-01,2000,3,654.0,619.0,0.0,301.92721585578164,1538895.2422605692,0.510721006551156,5072.4960710948235,0.057918130799114,Mensual,Estimado
2000-04-01,2000,4,654.0,619.0,0.0,73.05711052960305,372365.3711993045,0.12357879338449655,5072.4960710948235,0.0140144083118363,Mensual,Estimado
2000-05-01,2000,5,654.0,619.0,0.0,80.53855679047346,410497.6145065159,0.1362339353000078,5072.496071094823,0.0154495600979231,Mensual,Estimado
2000-06-01,2000,6,654.0,619.0,0.0,64.31003739875675,327782.3441720413,0.10878279700139384,5072.4960710948235,0.0123364737001259,Mensual,Estimado
2000-07-01,2000,7,654.0,619.0,0.0,79.02091578991283,402762.3379478837,0.1336667896480575,5072.4960710948235,0.0151584338749113,Mensual,Estimado
2000-08-01,2000,8,654.0,619.0,0.0,78.34861352658918,399335.6751627574,0.13252956560663395,5072.496071094823,0.0150294673943198,Mensual,Estimado
2000-09-01,2000,9,654.0,619.0,0.0,74.24614097878707,378425.7500093626,0.1255900821850308,5072.4960710948235,0.0142424977899073,Mensual,Estimado
2000-10-01,2000,10,654.0,619.0,0.0,96.26741352013325,490666.1502208761,0.1628398758016015,5072.496071094823,0.0184667971456231,Mensual,Estimado
2000-11-01,2000,11,654.0,619.0,0.0,1280.1968585775198,6525045.611532094,2.1655001399696396,5072.4960710948235,0.2455777591746632,Mensual,Estimado
2000-12-01,2000,12,654.0,619.0,0.0,742.1351804723737,3782594.7392852595,1.2553489929470913,5072.496071094823,0.1423623979421396,Mensual,Estimado
2001-01-01,2001,1,628.0,614.5,0.0,1092.548600026074,6602466.30405415,1.8676236639890886,6027.325481790636,0.2214236553090823,Mensual,Estimado
2001-02-01,2001,2,628.0,614.5,0.0,1081.8013923197145,6537519.008581697,1.8492521797057129,6027.325481790636,0.2192455499006352,Mensual,Estimado
2001-03-01,2001,3,628.0,614.5,0.0,91.42745280914222,552512.4250064997,0.15628785245848525,6027.325481790636,0.0185293366319043,Mensual,Estimado
2001-04-01,2001,4,628.0,614.5,0.0,16.943903125065148,102395.03253194466,0.02896423503353085,6027.325481790636,0.0034339716924861,Mensual,Estimado
2001-05-01,2001,5,628.0,614.5,0.0,13.070440742558068,78987.00760754867,0.02234286367579985,6027.325481790636,0.0026489483082481,Mensual,Estimado
2001-06-01,2001,6,628.0,614.5,0.0,14.390764820622312,86965.96180294326,0.024599851138205148,6027.325481790636,0.0029165345589198,Mensual,Estimado
2001-07-01,2001,7,628.0,614.5,0.0,14.505909362313963,87661.8008316114,0.024796681440159098,6027.325481790636,0.0029398705691528,Mensual,Estimado
2001-08-01,2001,8,628.0,614.5,0.0,14.747712899866423,89123.06279181447,0.0252100250742624,6027.325481790636,0.0029888761906421,Mensual,Estimado
2001-09-01,2001,9,628.0,614.5,0.0,14.448337091468137,87313.88131727732,0.02469826628918215,6027.325481790636,0.0029282025640363,Mensual,Estimado
2001-10-01,2001,10,628.0,614.5,0.0,21.55966398634439,130288.89972782123,0.036854505737858353,6027.325481790635,0.0043694345560261,Mensual,Estimado
2001-11-01,2001,11,628.0,614.5,0.0,1389.4526389293812,8396710.434109222,2.3751571585874247,6027.325481790636,0.2815963355618704,Mensual,Estimado
2001-12-01,2001,12,628.0,614.5,0.0,1169.3031838874492,7066307.961637471,1.9988294310695813,6027.325481790636,0.2369792841569959,Mensual,Estimado
2002-01-01,2002,1,694.2,625.5,0.0,983.0404688733537,5078346.584329224,1.5511921710118823,5323.5868881013275,0.1811738900788532,Mensual,Estimado
2002-02-01,2002,2,694.2,625.5,0.0,705.2776080614883,3643435.0825941144,1.1128952862630435,5323.586888101327,0.1299823271614165,Mensual,Estimado
2002-03-01,2002,3,694.2,625.5,0.0,934.8843846036082,4829574.235876255,1.4752041081893723,5323.586888101328,0.1722987466901848,Mensual,Estimado
2002-04-01,2002,4,694.2,625.5,0.0,877.1970279218776,4531563.7266045455,1.3841761404866526,5323.586888101328,0.1616669943368217,Mensual,Estimado
2002-05-01,2002,5,694.2,625.5,0.0,10.048570782661484,51910.502901273394,0.0158561776666097,5323.586888101328,0.001851946807962,Mensual,Estimado
2002-06-01,2002,6,694.2,625.5,0.0,7.368805439277947,38066.9454799066,0.01162763250247255,5323.5868881013275,0.0013580673318548,Mensual,Estimado
2002-07-01,2002,7,694.2,625.5,0.0,6.320427389980772,32651.06764546116,0.00997334066625315,5323.5868881013275,0.0011648517568316,Mensual,Estimado
2002-08-01,2002,8,694.2,625.5,0.0,7.338846074180866,37912.17663342787,0.01158035801677375,5323.586888101328,0.0013525458351405,Mensual,Estimado
2002-09-01,2002,9,694.2,625.5,0.0,6.899442052757018,35642.23355173994,0.010886998893191651,5323.586888101328,0.0012715638833304,Mensual,Estimado
2002-10-01,2002,10,694.2,625.5,0.0,488.2046315013829,2522045.0239248117,0.7703642181736567,5323.586888101328,0.0899758809980525,Mensual,Estimado
2002-11-01,2002,11,694.2,625.5,0.0,740.0386604672284,3823009.247994137,1.1677466113663892,5323.5868881013275,0.1363887725591331,Mensual,Estimado
2002-12-01,2002,12,694.2,625.5,0.0,659.3311268322029,3406077.452465106,1.040393874342438,5323.586888101328,0.1215144125604185,Mensual,Estimado
2003-01-01,2003,1,680.7,616.0,0.0,649.9100361897703,3876809.4676044136,1.0640586142061634,6100.870382182986,0.1261177590991559,Mensual,Estimado
2003-02-01,2003,2,680.7,616.0,0.0,638.6879649475661,3809868.153245014,1.0456853918991058,6100.870382182986,0.1239400692671672,Mensual,Estimado
2003-03-01,2003,3,680.7,616.0,0.0,810.0512457708854,4832075.462721942,1.3262481851553716,6100.870382182986,0.1571938301969427,Mensual,Estimado
2003-04-01,2003,4,680.7,616.0,0.0,840.1907752532939,5011862.212795186,1.375593824071637,6100.870382182986,0.1630425318740382,Mensual,Estimado
2003-05-01,2003,5,680.7,616.0,0.0,9.628510620459865,57435.489612025165,0.01576418134383795,6100.870382182986,0.001868452732372,Mensual,Estimado
2003-06-01,2003,6,680.7,616.0,0.0,5.155585334366257,30753.828872212413,0.0084409297915589,6100.870382182986,0.0010004628841042,Mensual,Estimado
2003-07-01,2003,7,680.7,616.0,0.0,5.109053717616008,30476.260897700267,0.0083647463740411,6100.870382182986,0.0009914332293751,Mensual,Estimado
2003-08-01,2003,8,680.7,616.0,0.0,7.841608186079238,46776.3523629592,0.01283859345909645,6100.870382182986,0.0015216968458587,Mensual,Estimado
2003-09-01,2003,9,680.7,616.0,0.0,5.2834000284777005,31516.262422454623,0.008650193102968499,6100.870382182986,0.0010252658597527,Mensual,Estimado
2003-10-01,2003,10,680.7,616.0,0.0,763.0114625351767,4551476.199981821,1.2492327772140004,6100.870382182986,0.1480655636371917,Mensual,Estimado
2003-11-01,2003,11,680.7,616.0,0.0,555.7871776445409,3315352.6985023143,0.9099569188147174,6100.870382182986,0.107852824971773,Mensual,Estimado
2003-12-01,2003,12,680.7,616.0,0.0,862.5431797717674,5145197.610981958,1.4121900716315956,6100.870382182986,0.167380109402268,Mensual,Estimado
