Fecha,Volumenproduccion
1996-01-01,0.4644147993269406
1996-01-01,0.1715618308584233
1996-02-01,0.4991178510652995
1996-02-01,0.1881629578144455
1996-03-01,0.5393465674534929
1996-03-01,0.2074074332880538
1996-04-01,0.5479855225629365
1996-04-01,0.2115401070258141
1996-05-01,0.581124437266746
1996-05-01,0.2273929874678713
1996-06-01,0.5076631027560643
1996-06-01,0.1922508060319193
1996-07-01,0.5104436919542287
1996-07-01,0.1935809747628797
1996-08-01,0.5137628571937821
1996-08-01,0.195168785654708
1996-09-01,0.494635540074909
1996-09-01,0.1860187252446743
1996-10-01,0.5343732522469794
1996-10-01,0.2050283158041472
1996-11-01,0.5228524902008772
1996-11-01,0.1995170531405797
1996-12-01,0.5124177337277602
1996-12-01,0.1945253101010502
1997-01-01,0.3909498562423619
1997-01-01,0.1561975703200721
1997-02-01,0.3760706533612999
1997-02-01,0.1484765753417139
1997-03-01,0.4036711942013667
1997-03-01,0.1627988235783692
1997-04-01,0.4111283211754
1997-04-01,0.1666684152748959
1997-05-01,0.3935482605958913
1997-05-01,0.1575459131799494
1997-06-01,0.3953720300232939
1997-06-01,0.1584922887824073
1997-07-01,0.4065596937893687
1997-07-01,0.1642977002985959
1997-08-01,0.403687768607036
1997-08-01,0.1628074242341951
1997-09-01,0.4072973854331411
1997-09-01,0.1646804972483164
1997-10-01,0.4571788497554583
1997-10-01,0.1905645811353614
1997-11-01,0.7358287297000461
1997-11-01,0.3351593111736645
1997-12-01,0.8357704714621546
1997-12-01,0.3870202671967701
1998-01-01,0.622725703815204
1998-01-01,0.2705468874473145
1998-02-01,0.6524794337786461
1998-02-01,0.2857416404586492
1998-03-01,0.37088308992029
1998-03-01,0.1419349009648148
1998-04-01,0.2427191657829167
1998-04-01,0.0764836390684544
1998-05-01,0.2704102836341355
1998-05-01,0.0906250491328063
1998-06-01,0.2619262444051077
1998-06-01,0.0862923862773611
1998-07-01,0.2662789479371307
1998-07-01,0.0885152422077578
1998-08-01,0.2487674078066759
1998-08-01,0.0795723793311614
1998-09-01,0.2286352722619381
1998-09-01,0.0692912203783558
1998-10-01,0.2331863447032591
1998-10-01,0.0716153801313524
1998-11-01,0.6637136033935491
1998-11-01,0.2914787508241607
1998-12-01,0.6395210748566473
1998-12-01,0.279124014248627
1999-01-01,0.6403331555080771
1999-01-01,0.3840499282292164
1999-02-01,0.6414748027797603
1999-02-01,0.3847947662842462
1999-03-01,0.4029060868229498
1999-03-01,0.2291468154751691
1999-04-01,0.21657109618411
1999-04-01,0.1075773995496774
1999-05-01,0.2282249613093095
1999-05-01,0.1151806605995086
1999-06-01,0.2161654986272301
1999-06-01,0.1073127779779498
1999-07-01,0.2016145532229483
1999-07-01,0.0978193922864193
1999-08-01,0.2337704509956869
1999-08-01,0.1187986710434003
1999-09-01,0.2090778843591192
1999-09-01,0.1026886484791085
1999-10-01,0.214739690523968
1999-10-01,0.1063825465826487
1999-11-01,0.6922055007765908
1999-11-01,0.4178926901031862
1999-12-01,0.6198457721778992
1999-12-01,0.3706834680879816
2000-01-01,0.6487771979196391
2000-01-01,0.3894237544128106
2000-02-01,0.6324622290758105
2000-02-01,0.3787824367059739
2000-03-01,0.4092921385677824
2000-03-01,0.2332213965046776
2000-04-01,0.2444198368391153
2000-04-01,0.1256846576640244
2000-05-01,0.253788876538011
2000-05-01,0.1317955444820295
2000-06-01,0.2325415282445515
2000-06-01,0.1179371187759918
2000-07-01,0.2519407878478097
2000-07-01,0.1305901423086578
2000-08-01,0.2511138987837766
2000-08-01,0.130050810035154
2000-09-01,0.245953807009671
2000-09-01,0.1266851783572569
2000-10-01,0.2716028209083547
2000-10-01,0.1434145578844638
2000-11-01,0.6591428751513313
2000-11-01,0.3961846906870275
2000-12-01,0.5529106347710749
2000-12-01,0.3268954979575565
2001-01-01,0.6243139479595226
2001-01-01,0.3817017049666889
2001-02-01,0.6223367281537662
2001-02-01,0.3803895080216193
2001-03-01,0.2652197035507825
2001-03-01,0.1433860816184992
2001-04-01,0.1298277751109413
2001-04-01,0.0535321997341453
2001-05-01,0.1140548860499937
2001-05-01,0.0430644020818861
2001-06-01,0.1197707212251543
2001-06-01,0.0468577595191984
2001-07-01,0.1202509537207025
2001-07-01,0.047176469463205
2001-08-01,0.1212505490554978
2001-08-01,0.0478398585010881
2001-09-01,0.1200111830360534
2001-09-01,0.0470173438267948
2001-10-01,0.1455209331794886
2001-10-01,0.0639470833075798
2001-11-01,0.6741054054990354
2001-11-01,0.4147461840295093
2001-12-01,0.6380413444548967
2001-12-01,0.3908119959381562
2002-01-01,0.5806639236187886
2002-01-01,0.4224836241230794
2002-02-01,0.5209756193362163
2002-02-01,0.376727531794926
2002-03-01,0.571278420217905
2002-03-01,0.4152888484409961
2002-04-01,0.5595637534696035
2002-04-01,0.4063085736657028
2002-05-01,0.0928078736663242
2002-05-01,0.0485010368678612
2002-06-01,0.077144006374623
2002-06-01,0.0364933685879585
2002-07-01,0.0698786618516719
2002-07-01,0.0309238725403877
2002-08-01,0.0769471131241494
2002-08-01,0.0363424333946114
2002-09-01,0.073990311611143
2002-09-01,0.0340757969965549
2002-10-01,0.4609706364061625
2002-10-01,0.3307286787181357
2002-11-01,0.5292865007164362
2002-11-01,0.383098519550943
2002-12-01,0.5095235976737037
2002-12-01,0.3679485965104982
2003-01-01,0.5026512154530663
2003-01-01,0.3746918569420551
2003-02-01,0.4997580474092608
2003-02-01,0.3724160494333751
2003-03-01,0.5404708925482121
2003-03-01,0.404441357768069
2003-04-01,0.5469700888933207
