Anio,Nommodalidad,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Valorproduccion,Rendimiento,Precio,Mes,share_mes,Frecuencia,TipoDato,Fecha
1996,Riego,982.0,555.0,0.0,360.67372375164825,597636.3602564811,0.6498625653182851,1656.9999999999998,1,0.05906873955971966,Mensual,Estimado,1996-01-01
1996,Temporal,58.0,58.0,0.0,25.340489271119736,41989.1907222454,0.4369049874330989,1657.0,1,0.05906873955971966,Mensual,Estimado,1996-01-01
1996,Riego,982.0,555.0,0.0,447.6357681840293,741732.4678809366,0.8065509336649177,1657.0,2,0.07331080382968053,Mensual,Estimado,1996-02-01
1996,Temporal,58.0,58.0,0.0,31.450334842932946,52113.20483473989,0.5422471524643612,1657.0,2,0.07331080382968053,Mensual,Estimado,1996-02-01
1996,Riego,982.0,555.0,0.0,566.3257786333851,938401.8151955191,1.0204068083484417,1657.0,3,0.09274906299269327,Mensual,Estimado,1996-03-01
1996,Temporal,58.0,58.0,0.0,39.789348023865415,65930.949675545,0.686023241790783,1657.0,3,0.09274906299269327,Mensual,Estimado,1996-03-01
1996,Riego,982.0,555.0,0.0,594.507196428342,985098.4244817627,1.0711841377087243,1657.0,4,0.09736442784610908,Mensual,Estimado,1996-04-01
1996,Temporal,58.0,58.0,0.0,41.76933954598079,69211.79562769017,0.7201610266548413,1657.0,4,0.09736442784610908,Mensual,Estimado,1996-04-01
1996,Riego,982.0,555.0,0.0,712.0684497031903,1179897.4211581862,1.283006215681424,1656.9999999999998,5,0.11661782667919919,Mensual,Estimado,1996-05-01
1996,Temporal,58.0,58.0,0.0,50.02904764537645,82898.13194838878,0.8625697869892491,1657.0,5,0.11661782667919919,Mensual,Estimado,1996-05-01
1996,Riego,982.0,555.0,0.0,471.17939215019373,780744.252792871,0.8489718777480968,1657.0,6,0.07716662170818764,Mensual,Estimado,1996-06-01
1996,Temporal,58.0,58.0,0.0,33.104480712812496,54854.12454113031,0.5707669088415948,1657.0000000000002,6,0.07716662170818764,Mensual,Estimado,1996-06-01
1996,Riego,982.0,555.0,0.0,479.0295402339293,793751.9481676208,0.8631162887097825,1656.9999999999998,7,0.07845226666130516,Mensual,Estimado,1996-07-01
1996,Temporal,58.0,58.0,0.0,33.656022397699914,55768.029112988756,0.5802762482362054,1657.0,7,0.07845226666130516,Mensual,Estimado,1996-07-01
1996,Riego,982.0,555.0,0.0,488.52337701286933,809483.2357103245,0.8802223009240889,1657.0,8,0.08000710399817709,Mensual,Estimado,1996-08-01
1996,Temporal,58.0,58.0,0.0,34.32304761521797,56873.28989841618,0.5917766830209995,1657.0,8,0.08000710399817709,Mensual,Estimado,1996-08-01
1996,Riego,982.0,555.0,0.0,435.63206650950747,721842.3342062539,0.784922642359473,1657.0,9,0.07134491754168154,Mensual,Estimado,1996-09-01
1996,Temporal,58.0,58.0,0.0,30.60696962538138,50715.74866925695,0.5277063728514031,1657.0,9,0.07134491754168154,Mensual,Estimado,1996-09-01
1996,Riego,982.0,555.0,0.0,550.547049187927,912256.4605043951,0.991976665203472,1657.0000000000002,10,0.0901649278067355,Mensual,Estimado,1996-10-01
1996,Temporal,58.0,58.0,0.0,38.68075402908953,64094.00942620135,0.6669095522256815,1657.0000000000002,10,0.0901649278067355,Mensual,Estimado,1996-10-01
1996,Riego,982.0,555.0,0.0,515.2179726685957,853716.1807118631,0.9283206714749472,1657.0,11,0.08437896702728394,Mensual,Estimado,1996-11-01
1996,Temporal,58.0,58.0,0.0,36.19857685470481,59981.04184824587,0.6241133940466347,1657.0,11,0.08437896702728394,Mensual,Estimado,1996-11-01
1996,Riego,982.0,555.0,0.0,484.6596855363826,803081.0989337859,0.8732606946601488,1657.0,12,0.07937433434922742,Mensual,Estimado,1996-12-01
1996,Temporal,58.0,58.0,0.0,34.05158943581856,56423.48369515136,0.5870963695830786,1657.0,12,0.07937433434922742,Mensual,Estimado,1996-12-01
1997,Riego,682.0,554.0,0.0,217.6498703754344,599224.9171228311,0.39286980212172273,2753.1600000000008,1,0.03533850793561202,Mensual,Estimado,1997-01-01
1997,Temporal,61.0,61.0,0.0,20.49633460265497,48647.02536267144,0.3360054852894257,2373.4500000000003,1,0.03533850793561202,Mensual,Estimado,1997-01-01
1997,Riego,682.0,554.0,0.0,194.6806039025558,535986.8514403605,0.35140903231508264,2753.1600000000003,2,0.03160912549156613,Mensual,Estimado,1997-02-01
1997,Temporal,61.0,61.0,0.0,18.333292785108355,43513.153760815425,0.30054578336243204,2373.45,2,0.03160912549156613,Mensual,Estimado,1997-02-01
1997,Riego,682.0,554.0,0.0,238.78806870101977,657421.7592248997,0.4310253947671837,2753.1600000000003,3,0.038770590794125634,Mensual,Estimado,1997-03-01
1997,Temporal,61.0,61.0,0.0,22.486942660592867,53371.63405778414,0.3686384042720142,2373.45,3,0.038770590794125634,Mensual,Estimado,1997-03-01
1997,Riego,682.0,554.0,0.0,251.8467912081068,693374.5116825114,0.45459709604351406,2753.1600000000003,4,0.04089085747817938,Mensual,Estimado,1997-04-01
1997,Temporal,61.0,61.0,0.0,23.71669733734404,56290.39529531921,0.38879831700564,2373.45,4,0.04089085747817938,Mensual,Estimado,1997-04-01
1997,Riego,682.0,554.0,0.0,221.8529359672163,610796.6291875013,0.40045656311771893,2753.1600000000003,5,0.03602093456197699,Mensual,Estimado,1997-05-01
1997,Temporal,61.0,61.0,0.0,20.892142045946656,49586.454538952086,0.34249413190076483,2373.45,5,0.03602093456197699,Mensual,Estimado,1997-05-01
1997,Riego,682.0,554.0,0.0,224.837786825979,619014.4011778125,0.4058443805523087,2753.1600000000003,6,0.03650556694690356,Mensual,Estimado,1997-06-01
1997,Temporal,61.0,61.0,0.0,21.173228829204064,50253.59996467439,0.34710211195416496,2373.4500000000003,6,0.03650556694690356,Mensual,Estimado,1997-06-01
1997,Riego,682.0,554.0,0.0,243.78679483798388,671184.0520761437,0.4400483661335449,2753.16,7,0.03958220406526772,Mensual,Estimado,1997-07-01
1997,Temporal,61.0,61.0,0.0,22.957678357855276,54488.901698451606,0.37635538291566023,2373.4500000000003,7,0.03958220406526772,Mensual,Estimado,1997-07-01
1997,Riego,682.0,554.0,0.0,238.81653866403005,657500.141588261,0.431076784592112,2753.1600000000003,8,0.038775213291773025,Mensual,Estimado,1997-08-01
1997,Temporal,61.0,61.0,0.0,22.489623709228354,53377.99739266804,0.3686823558889894,2373.4500000000003,8,0.038775213291773025,Mensual,Estimado,1997-08-01
1997,Riego,682.0,554.0,0.0,245.0754352689758,674731.8853651335,0.44237443189345815,2753.1600000000003,9,0.03979143290614967,Mensual,Estimado,1997-09-01
1997,Temporal,61.0,61.0,0.0,23.079031085566807,54776.92633003854,0.3783447718945378,2373.4500000000003,9,0.03979143290614967,Mensual,Estimado,1997-09-01
1997,Riego,682.0,554.0,0.0,344.2108433090076,947667.5253646275,0.6213192117491112,2753.1600000000003,10,0.055887456293068294,Mensual,Estimado,1997-10-01
1997,Temporal,61.0,61.0,0.0,32.41472464997961,76934.7282204941,0.5313889286881903,2373.45,10,0.055887456293068294,Mensual,Estimado,1997-10-01
1997,Riego,682.0,554.0,0.0,1492.5707760346365,4109286.1577475206,2.694171075874795,2753.1600000000003,11,0.2423397915302219,Mensual,Estimado,1997-11-01
1997,Temporal,61.0,61.0,0.0,140.5570790875287,333605.19936029497,2.3042144112709626,2373.45,11,0.2423397915302219,Mensual,Estimado,1997-11-01
1997,Riego,682.0,554.0,0.0,2244.883554905054,6180523.608022398,4.0521363806950434,2753.16,12,0.3644883187051557,Mensual,Estimado,1997-12-01
1997,Temporal,61.0,61.0,0.0,211.4032248489903,501754.98401783605,3.4656266368686937,2373.45,12,0.3644883187051557,Mensual,Estimado,1997-12-01
1998,Riego,540.0,535.0,0.0,882.359804641071,3555574.7159777526,1.6492706628805067,4029.62,1,0.19273914474466383,Mensual,Estimado,1998-01-01
1998,Temporal,55.0,55.0,0.0,78.44483191107818,214421.88799406023,1.4262696711105125,2733.4100000000003,1,0.19273914474466383,Mensual,Estimado,1998-01-01
1998,Riego,540.0,535.0,0.0,1020.9497722092854,4114039.62108998,1.9083173312323092,4029.6199999999994,2,0.22301218265821,Mensual,Estimado,1998-02-01
1998,Temporal,55.0,55.0,0.0,90.76595834189146,248100.57819130959,1.6502901516707538,2733.4100000000003,2,0.22301218265821,Mensual,Estimado,1998-02-01
1998,Riego,540.0,535.0,0.0,187.1013325727219,753947.2717616915,0.3497221169583587,4029.6199999999994,3,0.04086966635489775,Mensual,Estimado,1998-03-01
