Fecha,Volumenproduccion
2010-08-01,0.4655706250590528
2010-09-01,0.556745043097723
2010-10-01,0.6529572563719906
2010-11-01,0.7376261639427143
2010-12-01,0.846018320292689
2011-01-01,0.9646916440510072
2011-02-01,0.7958335506130971
2011-03-01,0.8589654135464724
2011-04-01,0.8148293850622983
2011-05-01,0.7237998310030768
2011-06-01,0.6560122737392422
2011-07-01,0.4725566274313948
2011-08-01,0.6104457872591957
2011-09-01,0.7019531109776945
2011-10-01,0.8778776305092433
2011-11-01,0.8962655715114605
2011-12-01,0.9367624810783485
2012-01-01,0.9374678225631656
2012-02-01,0.7641346417366601
2012-03-01,0.8638169294299638
2012-04-01,0.8428032988177865
2012-05-01,0.7322591951029687
2012-06-01,0.6840485890691397
2012-07-01,0.5523547394940392
2012-08-01,0.7168981625390782
2012-09-01,0.7437073371966882
2012-10-01,0.9488389575598937
2012-11-01,0.9433835068820724
2012-12-01,1.0
2013-01-01,0.6999868093987169
2013-02-01,0.574060829334921
2013-03-01,0.6225002546436703
2013-04-01,0.5597358058323552
2013-05-01,0.5513884778573057
2013-06-01,0.4511059012251823
2013-07-01,0.36394757939647027
2013-08-01,0.369225645433338
2013-09-01,0.4453880205535711
2013-10-01,0.5869644096517703
2013-11-01,0.5748631276530894
2013-12-01,0.5836418855030968
2014-01-01,0.6683064469029227
2014-02-01,0.5580106743975592
2014-03-01,0.592947008801127
2014-04-01,0.543268201286125
2014-05-01,0.5143459996329612
2014-06-01,0.4888104493587388
2014-07-01,0.4361336206967418
2014-08-01,0.47375509925238624
2014-09-01,0.6117785771011156
2014-10-01,0.6578130551773294
2014-11-01,0.6151133759834283
2014-12-01,0.6287259529045195
2015-01-01,0.734106919424084
2015-02-01,0.6168597571469541
2015-03-01,0.6509481519567957
2015-04-01,0.6150274351529204
2015-05-01,0.6262013204065932
2015-06-01,0.5741371542458047
2015-07-01,0.6159124177193314
2015-08-01,0.6282558746860865
2015-09-01,0.7044158931932685
2015-10-01,0.7179960779496694
2015-11-01,0.7100795500819046
2015-12-01,0.6884010931800421
2016-01-01,0.8170183952207266
2016-02-01,0.701394071362341
2016-03-01,0.7342948680847027
2016-04-01,0.7322674050643996
2016-05-01,0.6493037085840984
2016-06-01,0.44381415678625996
2016-07-01,0.5541345749880826
2016-08-01,0.5807795000544367
2016-09-01,0.6595550197145607
2016-10-01,0.6220826352753704
2016-11-01,0.6226442439141022
2016-12-01,0.7216681277868864
2017-01-01,0.8024893466844653
2017-02-01,0.6873724262690795
2017-03-01,0.7210888700983904
2017-04-01,0.699573929553559
2017-05-01,0.6330313878160089
2017-06-01,0.5992435329262311
2017-07-01,0.5726504844737221
2017-08-01,0.583163248378622
2017-09-01,0.6270134285787682
2017-10-01,0.6808422397064169
2017-11-01,0.7000367210434773
2017-12-01,0.7642545015772764
2018-01-01,0.7364011163600268
2018-02-01,0.6821060988610388
2018-03-01,0.7179399436775455
2018-04-01,0.7138636038573076
2018-05-01,0.6582973175017743
2018-06-01,0.6234135083038204
2018-07-01,0.561789385405154
2018-08-01,0.5812622919145631
2018-09-01,0.5844057400727254
2018-10-01,0.6692602877051802
2018-11-01,0.6413211597920878
2018-12-01,0.7024934458450565
2019-01-01,0.8578961220693377
2019-02-01,0.7531163378937324
2019-03-01,0.8109372819353216
2019-04-01,0.7506673608431549
2019-05-01,0.656847202545055
2019-06-01,0.45399162698116485
2019-07-01,0.5565570569817501
2019-08-01,0.6126753782937774
2019-09-01,0.7203212366439076
2019-10-01,0.7669691164797299
2019-11-01,0.730666017487925
2019-12-01,0.7601318909798682
2020-01-01,0.8015726013867108
2020-02-01,0.6614299692216268
2020-03-01,0.6491337086620783
2020-04-01,0.6221182968809134
2020-05-01,0.6570924397057653
2020-06-01,0.6189409363614009
2020-07-01,0.5821053063216164
2020-08-01,0.6088467495955583
2020-09-01,0.6689015091584094
2020-10-01,0.7597289648849925
2020-11-01,0.7176350333398803
2020-12-01,0.7281811173231079
2021-01-01,0.8262762552532397
2021-02-01,0.7069912706321588
2021-03-01,0.7600087494294768
2021-04-01,0.6848481148907453
2021-05-01,0.6652015464926523
2021-06-01,0.6360085908361752
2021-07-01,0.6039002300760875
2021-08-01,0.5454801824951535
2021-09-01,0.6365355879144187
2021-10-01,0.6859963489614488
2021-11-01,0.6988962788589261
2021-12-01,0.7088213797783773
2022-02-01,0.7239742762035362
2022-03-01,0.8666138888415271
2022-04-01,0.8195104182949233
2022-05-01,0.7141842641016455
2022-06-01,0.5807999657452786
2022-07-01,0.6798094551291666
2022-08-01,0.7921128932120922
2022-09-01,0.8750241213978339
2022-11-01,0.8939769955898114
2023-01-01,0.857573908865056
2023-02-01,0.7634428731552608
2023-03-01,0.8832016699608378
2023-04-01,0.8120673652064065
2023-05-01,0.7560707720403534
2023-06-01,0.6510692259064319
2023-07-01,0.5792328016468012
2023-08-01,0.6508436457516292
2023-09-01,0.7512737137809951
2023-10-01,0.7768724460793186
2023-11-01,0.7577290915265515
2023-12-01,0.7979720059178895
2024-01-01,0.7454627025943179
2024-02-01,0.6972740644319411
2024-03-01,0.7319993209527411
2024-04-01,0.6793384215875748
2024-05-01,0.5695403935378576
2024-06-01,0.4555969594236742
2024-07-01,0.4675423106368125
2024-08-01,0.5785518355473671
2024-09-01,0.6225951111985168
2024-10-01,0.7088696447439686
2024-11-01,0.6631163778367182
2024-12-01,0.6322466673287898
